node, X_Crd(UTM14), Y_Crd(UTM14), BOTTOM
1575,751463.5625,3140518.75,-0.5
1576,751581.9375,3139020,-0.5
1577,751750.5,3138424.5,0.486
1578,751794.4375,3147726,1.853
1579,751896.9375,3148247,2.029
1580,752360.0625,3141950.25,1.416
1581,752161.25,3138709.75,1.092
1582,752154.75,3139394,-0.5
1583,752432.8125,3147290,-1
1584,752224.5,3140976.25,-0.06
1585,752478.3125,3146337.75,0.894
1586,752184.125,3140139,0.465
1587,752416.4375,3147948.5,1.794
1588,752347.75,3148463.25,2.154
1589,752637.25,3139037.25,0.462
1590,752761.75,3144380,-0.998
1591,752709.875,3143128.25,0.497
1592,752798.5625,3148679.5,1.674
1593,752897.8125,3140486.5,0.526
1594,752831.625,3139722.25,-0.5
1595,752988.9375,3147675.25,-0.771
1596,753075.375,3141283,-0.128
1597,753054.1875,3145393.75,1.412
1598,753056.4375,3139309.75,0.68
1599,753367,3142159.5,0.576
1600,753037.75,3148290,-0.411
1601,753339.8125,3147026,1.108
1602,753532.8125,3146164.25,-0.92
1603,753249.375,3148895.75,1.795
1604,753415.1875,3140107.25,0.695
1605,753702.9375,3144714.5,1.456
1606,753475.6875,3139582.25,1.355
1607,753612.875,3143823.25,0.232
1608,753717.875,3147822,0.1
1609,753825,3142952.25,0.634
1610,753745.375,3148546.25,-0.333
1611,753700.1875,3149112,1.435
1612,753656.25,3140691.5,1.407
1613,754088.875,3146639,-0.295
1614,753983.75,3145504.25,1.416
1615,754139.25,3147253.75,1.416
1616,754284.75,3142210,1.072
1617,754150.9375,3149328.25,1.396
1618,753946.8125,3141433.5,0.468
1619,754320.5625,3144238.75,-0.998
1620,754251.75,3146085.5,1.416
1621,754214.5,3140053.5,-0.5
1622,754374.375,3148236,1.418
1623,754357.125,3143525.5,-0.521
1624,754399.4375,3147726.5,1.416
1625,754387.625,3140785.5,-0.021
1626,754392.75,3148921.75,-3.937
1627,754618.5,3142867.25,-0.5
1628,754484.5625,3144947.25,-0.374
1629,754492.625,3146903.25,-0.829
1630,754639.0625,3140317.75,-0.5
1631,754777.0625,3146400.75,-0.501
1632,754783.6875,3143973,-1.111
1633,754796.875,3147406,-0.613
1634,754876.25,3145719.25,-1.043
1635,754909.8125,3141472,0.488
1636,754922.5625,3149073,-0.506
1637,754959.5,3140745.25,0.713
1638,754968.875,3147915.25,-0.506
1639,754982.125,3143298.5,-0.468
1640,754982.125,3144449.25,-0.662
1641,755021.8125,3148484.25,-0.5
1642,755041.5625,3142375,0.694
1643,755041.625,3145057.75,-0.676
1644,755220.25,3142842,-0.405
